transaction_id,product_id,category,price,quantity
115,15,clothing,7507.827,1
116,4,video games,247.6,4
117,3,clothing,2210.341,2
118,10,jewelry,8060.074,9
119,33,stationery,2543.733,5
120,4,video games,3513.117,2
121,5,music instruments,492.125,6
122,31,video games,6879.187,1
123,33,stationery,882.442,3
124,15,clothing,8355.6,5
125,8,gardening tools,3182.277,4
126,29,home appliances,4403.512,4
127,1,furniture,6758.83,4
128,25,furniture,212.709,5
129,30,groceries,9859.298,1
130,31,video games,6785.661,6
131,13,video games,4425.977,1
132,34,stationery,2661.823,7
133,35,footwear,3576.73,3
134,27,video games,1258.515,3
135,4,video games,6715.81,3
136,36,stationery,2586.84,4
137,37,beauty products,3864.919,4
138,38,toys,9245.065,6
139,17,sports equipment,2203.424,2
140,9,electronics,5921.495,6
141,23,music instruments,1407.57,5
142,39,furniture,5892.602,4
143,12,automotive,1710.543,8
144,17,sports equipment,4166.044,3
145,29,home appliances,2010.661,9
146,13,video games,6894.33,6
147,1,furniture,3302.992,5
148,35,footwear,8525.817,8
149,21,baby products,5832.897,8
150,35,footwear,6079.578,1
151,24,electronics,362.307,1
152,40,clothing,8523.733,4
153,21,baby products,7402.923,7
154,4,video games,9359.454,1
155,4,video games,6660.0,1
156,41,jewelry,8943.804,5
157,29,home appliances,6701.611,7
158,35,footwear,3408.846,2
159,20,music instruments,3610.524,7
160,13,video games,2699.783,8
161,12,automotive,6444.709,2
162,29,home appliances,9135.697,5
163,9,electronics,5236.15,4
164,41,jewelry,9372.153,6
165,41,jewelry,6766.979,5
166,9,electronics,1649.089,2
167,19,stationery,5269.98,9
168,20,music instruments,6642.972,2
169,17,sports equipment,4502.531,6
170,6,clothing,4728.893,7
171,4,video games,2885.817,4
172,31,video games,5899.484,8
173,42,electronics,8835.422,8
174,28,video games,6801.138,5
175,43,sports equipment,6492.08,9
176,2,baby products,7901.871,6
177,23,music instruments,3950.731,9
178,44,video games,5957.893,9
179,21,baby products,8573.112,6
180,31,video games,5353.553,7
181,35,footwear,6598.984,3
182,21,baby products,6789.859,7
183,45,baby products,7796.347,4
184,6,clothing,261.085,1
185,46,electronics,371.15,3
186,4,video games,6136.22,5
187,47,groceries,5145.75,5
188,29,home appliances,2770.178,9
189,32,stationery,594.822,1
190,5,music instruments,3599.991,5
191,14,automotive,4695.708,3
192,48,furniture,6154.964,2
193,33,stationery,7871.689,6
194,32,stationery,270.511,5
195,39,furniture,4798.58,6
196,2,baby products,997.695,4
197,3,clothing,24.329,6
198,37,beauty products,1014.202,2
199,11,groceries,5638.356,9
200,45,baby products,5567.515,6
201,49,clothing,9729.01,8
202,50,electronics,1141.805,7
203,20,music instruments,6053.589,2
204,32,stationery,1849.732,5
205,28,video games,5657.842,2
206,43,sports equipment,8299.515,7
207,41,jewelry,7094.229,4
208,10,jewelry,5492.453,6
209,28,video games,256.593,9
210,44,video games,9749.493,5
211,11,groceries,4329.57,8
212,51,clothing,6695.403,9
213,52,home appliances,438.962,9
214,31,video games,7106.058,3
215,24,electronics,31.72,8
216,53,gardening tools,6601.289,6
217,47,groceries,1414.691,9
218,52,home appliances,7625.377,5
219,46,electronics,6954.492,6
220,54,stationery,5345.939,7
221,26,beauty products,9284.785,9
222,51,clothing,2807.336,3
223,27,video games,936.912,5
224,49,clothing,4319.511,8
225,46,electronics,1870.846,8
226,33,stationery,3613.067,9
227,27,video games,2529.658,5
228,55,toys,2968.409,6
229,7,sports equipment,1426.872,3
230,7,sports equipment,7379.162,5
231,51,clothing,9155.934,9
232,56,home appliances,5930.878,7
233,10,jewelry,8839.855,5
234,24,electronics,9443.88,6
235,37,beauty products,609.4,7
236,6,clothing,930.08,8
237,23,music instruments,9645.079,4
238,57,health & wellness,8612.097,7
239,37,beauty products,2550.441,2
240,16,home appliances,5563.961,1
241,47,groceries,7186.838,6
242,55,toys,4718.277,4
243,31,video games,4639.299,7
244,48,furniture,7930.56,2
245,58,baby products,1493.63,6
246,46,electronics,1086.164,7
247,55,toys,2601.272,2
248,41,jewelry,967.766,3
249,32,stationery,8715.102,2
250,15,clothing,2108.571,1
251,42,electronics,8656.935,3
252,47,groceries,9947.804,9
253,35,footwear,5974.87,2
254,31,video games,7970.289,6
255,32,stationery,3716.557,5
256,31,video games,1147.977,6
257,59,office equipment,8603.614,3
258,60,books,9236.297,4
259,3,clothing,6249.622,9
260,37,beauty products,841.111,9
261,61,stationery,9108.427,9
262,16,home appliances,7719.325,2
263,17,sports equipment,2825.698,3
264,44,video games,7965.821,2
265,40,clothing,2856.743,2
266,36,stationery,2222.557,2
267,7,sports equipment,1411.584,3
268,54,stationery,7882.912,7
269,55,toys,4180.014,7
270,49,clothing,599.666,7
271,62,baby products,789.238,1
272,5,music instruments,3106.189,9
273,16,home appliances,4301.507,2
274,51,clothing,3274.981,6
275,63,automotive,3113.965,7
276,64,books,3877.74,6
277,65,office equipment,7921.415,7
278,63,automotive,1137.956,3
279,63,automotive,8234.778,3
280,29,home appliances,7193.54,7
281,11,groceries,1946.139,7
282,12,automotive,4420.573,9
283,66,office equipment,3668.32,2
284,22,clothing,4533.204,9
285,33,stationery,2471.657,5
286,31,video games,8635.862,5
287,65,office equipment,6564.985,9
288,67,video games,1571.851,9
289,7,sports equipment,8558.125,9
290,68,beauty products,5959.093,3
291,59,office equipment,9685.054,3
292,22,clothing,9778.608,8
293,60,books,4926.053,8
294,27,video games,1616.855,5
295,42,electronics,5447.251,9
296,26,beauty products,1568.534,8
297,47,groceries,2925.265,1
298,28,video games,2388.2,6
299,41,jewelry,1853.842,8
300,39,furniture,6463.66,6
301,7,sports equipment,1790.223,4
302,22,clothing,7554.289,8
303,69,gardening tools,6057.6,8
304,63,automotive,6149.659,3
305,63,automotive,6218.604,5
306,70,sports equipment,7795.484,6
307,60,books,3749.381,3
308,38,toys,3630.992,9
309,39,furniture,772.913,5
310,69,gardening tools,866.439,5
311,37,beauty products,513.02,5
312,71,jewelry,957.711,1
313,17,sports equipment,2112.203,1
314,15,clothing,5407.195,2
315,72,jewelry,2488.426,6
316,31,video games,7452.557,7
317,37,beauty products,2072.628,6
318,54,stationery,8668.229,9
319,65,office equipment,9930.419,5
320,22,clothing,3719.56,9
321,32,stationery,4753.043,2
322,71,jewelry,1683.642,7
323,32,stationery,9727.577,8
324,3,clothing,916.129,1
325,73,automotive,9260.223,5
326,74,automotive,9577.933,5
327,42,electronics,8362.878,8
328,72,jewelry,6201.228,9
329,46,electronics,3583.993,9
330,31,video games,9753.588,5
331,44,video games,6481.998,4
332,66,office equipment,4290.444,9
333,8,gardening tools,8637.837,8
334,72,jewelry,318.3,9
335,13,video games,2719.717,5
336,53,gardening tools,6498.615,5
337,26,beauty products,8729.888,9
338,25,furniture,5461.634,2
339,8,gardening tools,6368.146,2
340,7,sports equipment,980.191,2
341,75,jewelry,1552.067,4
342,39,furniture,4595.574,1
343,64,books,9236.973,9
344,61,stationery,4549.941,2
345,61,stationery,8668.024,7
346,33,stationery,8530.444,4
347,61,stationery,2535.384,9
348,75,jewelry,9597.683,6
349,66,office equipment,5297.829,9
350,67,video games,9245.279,5
351,30,groceries,9554.337,2
352,11,groceries,8727.904,1
353,44,video games,821.409,3
354,23,music instruments,9228.378,1
355,52,home appliances,3381.458,6
356,76,groceries,70.972,8
357,3,clothing,9485.68,8
358,70,sports equipment,1698.387,4
359,61,stationery,8876.421,9
360,76,groceries,1113.871,7
361,15,clothing,9778.452,6
362,17,sports equipment,9062.621,9
363,73,automotive,766.565,5
364,72,jewelry,7258.269,8
365,58,baby products,1033.634,2
366,70,sports equipment,1998.288,7
367,77,jewelry,1324.894,5
368,67,video games,8433.476,7
369,68,beauty products,5450.667,5
370,10,jewelry,6273.811,2
371,61,stationery,6709.336,5
372,28,video games,4718.954,4
373,68,beauty products,3396.848,1
374,47,groceries,7732.844,6
375,58,baby products,2491.009,3
376,70,sports equipment,2814.616,5
377,29,home appliances,7560.042,8
378,33,stationery,7038.417,7
379,4,video games,6014.46,1
380,68,beauty products,9744.462,7
381,68,beauty products,73.598,7
382,33,stationery,7436.57,8
383,78,footwear,2265.375,6
384,48,furniture,9766.368,6
385,17,sports equipment,3533.672,9
386,21,baby products,931.807,3
387,17,sports equipment,7743.679,3
388,62,baby products,9190.824,7
389,17,sports equipment,4227.099,1
390,79,health & wellness,6408.471,3
391,4,video games,9069.9,1
392,78,footwear,7634.12,7
393,17,sports equipment,8483.915,4
394,70,sports equipment,320.288,9
395,80,clothing,5752.199,3
396,81,jewelry,5101.112,2
397,77,jewelry,8775.413,6
398,2,baby products,4840.544,6
399,22,clothing,7897.212,8
400,28,video games,4442.111,3
401,82,automotive,9099.254,5
402,83,office equipment,6830.715,1
403,84,jewelry,307.745,2
404,61,stationery,1626.458,6
405,85,office equipment,6129.945,9
406,39,furniture,1377.665,8
407,24,electronics,5119.662,2
408,31,video games,5774.173,4
409,37,beauty products,1384.636,3
410,8,gardening tools,6648.39,5
411,9,electronics,4562.954,3
412,63,automotive,9428.011,6
413,86,stationery,8205.856,8
414,41,jewelry,3374.736,9
415,51,clothing,3830.723,2
416,52,home appliances,157.36,1
417,55,toys,797.918,6
418,28,video games,6362.374,9
419,64,books,9309.903,9
420,10,jewelry,7486.961,8
421,87,furniture,965.892,6
422,84,jewelry,1249.957,8
423,5,music instruments,7407.406,4
424,88,music instruments,1410.67,2
425,57,health & wellness,309.466,8
426,13,video games,9041.519,9
427,53,gardening tools,637.626,2
428,89,toys,8897.135,2
429,90,electronics,5122.381,3
430,13,video games,8979.335,6
431,46,electronics,9770.526,7
432,45,baby products,1655.014,6
433,41,jewelry,1804.021,8
434,28,video games,8811.835,7
435,86,stationery,7303.815,3
436,33,stationery,255.612,9
437,91,office equipment,7199.692,8
438,14,automotive,1908.794,6
439,43,sports equipment,5545.121,4
440,87,furniture,9950.309,9
441,47,groceries,4732.532,8
442,81,jewelry,8109.433,6
443,11,groceries,5840.252,6
444,15,clothing,9223.451,8
445,25,furniture,1434.018,7
446,7,sports equipment,823.038,7
447,92,clothing,3306.607,1
448,86,stationery,8667.953,4
449,12,automotive,6963.035,8
450,93,video games,6065.414,3
451,51,clothing,1259.254,1
452,10,jewelry,9879.351,4
453,4,video games,6721.998,6
454,29,home appliances,6054.664,8
455,57,health & wellness,4305.725,5
456,21,baby products,8640.008,3
457,9,electronics,1640.801,5
458,81,jewelry,3619.07,2
459,45,baby products,1955.204,7
460,84,jewelry,9718.325,6
461,82,automotive,5126.0,4
462,94,electronics,7031.268,3
463,87,furniture,6839.372,3
464,19,stationery,5014.726,3
465,71,jewelry,3755.001,1
466,6,clothing,6966.679,8
467,95,music instruments,380.74,1
468,1,furniture,9300.112,2
469,86,stationery,5721.823,3
470,14,automotive,2316.43,1
471,96,books,1978.466,4
472,84,jewelry,9861.099,6
473,70,sports equipment,9346.877,4
474,21,baby products,8519.277,1
475,70,sports equipment,7443.23,6
476,97,baby products,4027.671,9
477,45,baby products,8482.417,4
478,31,video games,3299.171,6
479,98,gardening tools,9413.622,1
480,85,office equipment,5246.174,9
481,33,stationery,2290.992,1
482,65,office equipment,9797.98,8
483,66,office equipment,8542.245,1
484,19,stationery,2685.28,1
485,85,office equipment,1930.121,7
486,44,video games,9659.709,7
487,99,jewelry,4642.479,9
488,73,automotive,9368.826,5
489,51,clothing,4560.584,8
490,7,sports equipment,6424.795,6
491,100,furniture,4941.23,6
492,25,furniture,1075.468,7
493,65,office equipment,3351.524,8
494,100,furniture,2645.7,1
495,101,groceries,2493.243,6
496,99,jewelry,6315.236,4
497,65,office equipment,6894.685,4
498,80,clothing,2482.654,2
499,8,gardening tools,8502.827,1
500,87,furniture,7345.785,3
501,38,toys,2517.951,4
502,83,office equipment,6078.603,6
503,101,groceries,3266.248,3
504,22,clothing,6264.718,8
505,102,toys,6204.828,4
506,9,electronics,9180.764,5
507,43,sports equipment,2200.33,1
508,103,stationery,1515.754,1
509,80,clothing,8945.84,5
510,73,automotive,6565.335,8
511,2,baby products,6989.209,7
512,72,jewelry,8454.032,1
513,43,sports equipment,9126.1,5
514,34,stationery,3319.118,8
515,97,baby products,3091.273,6
516,101,groceries,4699.024,7
517,22,clothing,8866.624,1
518,104,video games,9953.505,4
519,105,baby products,4966.159,1
520,99,jewelry,6664.816,7
521,40,clothing,5222.59,3
522,50,electronics,3800.038,7
523,85,office equipment,8602.828,3
524,47,groceries,1494.789,3
525,23,music instruments,4303.967,7
526,84,jewelry,5321.47,2
527,47,groceries,945.773,1
528,106,health & wellness,7173.218,3
529,26,beauty products,9769.345,2
530,53,gardening tools,1479.433,7
531,107,sports equipment,1590.159,7
532,75,jewelry,7691.734,2
533,20,music instruments,1451.834,9
534,74,automotive,6852.195,6
535,93,video games,1186.669,8
536,97,baby products,1818.737,7
537,84,jewelry,5919.189,5
538,97,baby products,768.747,7
539,108,gardening tools,863.815,3
540,26,beauty products,3050.71,9
541,16,home appliances,1397.927,6
542,79,health & wellness,8285.339,1
543,42,electronics,5110.962,9
544,5,music instruments,6634.357,5
545,103,stationery,3468.121,4
546,77,jewelry,4089.673,1
547,102,toys,1383.929,1
548,5,music instruments,4845.039,5
549,109,office equipment,1881.834,9
550,18,sports equipment,2989.45,7
551,61,stationery,7878.102,7
552,110,stationery,1045.871,8
553,16,home appliances,5650.869,4
554,88,music instruments,1371.512,3
555,30,groceries,6615.089,1
556,63,automotive,2512.458,1
557,95,music instruments,4811.03,9
558,111,stationery,2382.337,8
559,54,stationery,4080.946,1
560,18,sports equipment,218.694,1
561,8,gardening tools,2887.277,7
562,8,gardening tools,8403.723,8
563,85,office equipment,1130.594,3
564,74,automotive,2225.577,1
565,112,toys,9761.462,7
566,38,toys,5900.902,9
567,70,sports equipment,7980.442,9
568,113,gardening tools,4412.744,9
569,12,automotive,4351.063,9
570,109,office equipment,5272.81,7
571,12,automotive,3180.037,8
572,103,stationery,3072.572,1
573,114,gardening tools,4827.435,6
574,79,health & wellness,9888.963,3
575,115,footwear,4103.963,3
576,116,footwear,2075.637,5
577,11,groceries,7602.742,6
578,43,sports equipment,7931.001,5
579,31,video games,7884.567,8
580,73,automotive,6332.768,8
581,94,electronics,4093.804,2
582,34,stationery,471.061,6
583,117,office equipment,1591.139,1
584,118,stationery,6293.886,9
585,74,automotive,5360.038,4
586,28,video games,9297.681,7
587,119,footwear,9423.012,6
588,23,music instruments,5247.462,3
589,82,automotive,9311.039,3
590,120,office equipment,856.868,4
591,41,jewelry,2126.772,1
592,34,stationery,7947.727,6
593,25,furniture,4736.679,3
594,121,automotive,9594.609,9
595,7,sports equipment,1018.617,6
596,60,books,3280.771,7
597,101,groceries,1396.416,9
598,98,gardening tools,3777.638,6
599,83,office equipment,7195.061,8
600,10,jewelry,2649.179,7
601,70,sports equipment,6843.866,4
602,20,music instruments,6648.566,7
603,119,footwear,4814.064,4
604,103,stationery,9463.774,9
605,28,video games,4153.93,8
606,122,jewelry,7898.232,5
607,63,automotive,2206.122,8
608,14,automotive,8718.079,3
609,35,footwear,104.52,3
610,62,baby products,2789.828,7
611,100,furniture,9193.412,3
612,105,baby products,5242.738,9
613,1,furniture,7102.574,6
614,79,health & wellness,8926.647,5
615,36,stationery,567.229,3
616,75,jewelry,9329.919,2
617,123,electronics,2802.515,9
618,66,office equipment,2084.71,9
619,46,electronics,2376.741,4
620,56,home appliances,2891.564,8
621,63,automotive,2248.764,4
622,66,office equipment,3364.785,9
623,38,toys,3270.576,1
624,124,health & wellness,2476.741,8
625,29,home appliances,7768.576,1
626,125,automotive,1160.382,2
627,56,home appliances,3525.719,6
628,92,clothing,425.797,2
629,71,jewelry,3215.386,7
630,12,automotive,6059.951,2
631,126,furniture,4991.129,4
632,50,electronics,2386.753,8
633,50,electronics,9225.637,7
634,37,beauty products,9837.737,9
635,53,gardening tools,1017.861,3
636,81,jewelry,4205.913,1
637,78,footwear,6730.057,6
638,87,furniture,7672.79,6
639,51,clothing,5872.804,3
640,116,footwear,7641.272,9
641,84,jewelry,2132.587,1
642,119,footwear,5048.046,4
643,108,gardening tools,9661.652,4
644,34,stationery,518.384,6
645,88,music instruments,6783.535,9
646,127,books,5740.142,7
647,128,electronics,5928.419,1
648,129,home appliances,571.867,4
649,89,toys,8263.77,1
650,130,jewelry,5651.089,5
651,108,gardening tools,4727.341,3
652,131,electronics,21.187,9
653,124,health & wellness,8999.404,8
654,132,books,642.604,4
655,66,office equipment,9465.213,6
656,39,furniture,2728.435,4
657,9,electronics,2118.226,1
658,103,stationery,9545.166,9
659,133,home appliances,8565.778,3
660,134,clothing,5681.466,4
661,135,toys,5571.999,6
662,84,jewelry,8318.083,5
663,56,home appliances,1848.039,9
664,136,beauty products,3612.086,5
665,137,video games,326.272,8
666,4,video games,6368.25,2
667,39,furniture,299.897,1
668,46,electronics,9968.345,9
669,78,footwear,5668.99,5
670,138,office equipment,4237.603,4
671,68,beauty products,7890.659,9
672,11,groceries,5581.339,3
673,51,clothing,254.914,3
674,4,video games,5294.581,1
675,103,stationery,1036.695,9
676,38,toys,4331.748,1
677,11,groceries,9741.373,4
678,139,baby products,358.859,3
679,140,books,4552.81,9
680,35,footwear,9166.348,1
681,141,baby products,4375.705,2
682,11,groceries,8000.016,9
683,119,footwear,6091.859,6
684,141,baby products,7983.016,9
685,73,automotive,9722.22,9
686,25,furniture,4843.51,1
687,142,groceries,5956.224,9
688,59,office equipment,1317.487,3
689,143,clothing,1523.799,1
690,91,office equipment,8365.187,4
691,16,home appliances,2705.895,6
692,54,stationery,5722.39,2
693,107,sports equipment,2236.989,8
694,26,beauty products,9587.069,2
695,36,stationery,6639.686,8
696,61,stationery,5533.484,6
697,83,office equipment,7135.334,2
698,15,clothing,3670.114,4
699,33,stationery,5253.675,3
700,82,automotive,6279.796,6
701,6,clothing,7600.62,6
702,46,electronics,929.272,6
703,97,baby products,3775.493,4
704,138,office equipment,4665.214,2
705,144,groceries,3450.061,8
706,65,office equipment,6399.449,8
707,91,office equipment,1602.541,3
708,60,books,5167.803,3
709,145,pet supplies,5418.872,6
710,57,health & wellness,1222.106,2
711,49,clothing,175.781,9
712,90,electronics,4587.517,3
713,146,stationery,529.546,9
714,147,footwear,5153.649,4
715,148,clothing,8457.139,1
716,149,furniture,8380.88,8
717,32,stationery,5949.946,4
718,96,books,1641.515,6
719,17,sports equipment,5219.514,2
720,44,video games,6730.333,6
721,150,groceries,406.329,4
722,127,books,9008.502,8
723,133,home appliances,4512.208,9
724,79,health & wellness,2790.198,2
725,123,electronics,4934.891,9
726,62,baby products,9090.798,9
727,66,office equipment,5213.119,5
728,41,jewelry,8628.356,5
729,119,footwear,3444.938,3
730,116,footwear,8985.701,3
731,151,automotive,5243.686,4
732,17,sports equipment,206.53,2
733,152,office equipment,27.471,1
734,105,baby products,9642.507,1
735,58,baby products,3230.543,6
736,73,automotive,1928.906,2
737,128,electronics,443.813,1
738,147,footwear,4642.93,4
739,153,jewelry,2005.3,7
740,115,footwear,7130.152,1
741,117,office equipment,4097.611,8
742,36,stationery,542.954,4
743,95,music instruments,2004.01,8
744,35,footwear,6041.174,3
745,1,furniture,9639.146,7
746,154,furniture,5227.278,8
747,152,office equipment,460.999,8
748,120,office equipment,2972.881,5
749,155,office equipment,9479.978,9
750,89,toys,2775.571,3
751,156,stationery,4841.777,8
752,157,automotive,5363.746,1
753,158,clothing,9885.041,3
754,39,furniture,9660.539,5
755,131,electronics,2792.597,5
756,81,jewelry,510.699,2
757,137,video games,5929.109,2
758,58,baby products,9815.0,4
759,51,clothing,6140.374,8
760,159,baby products,8682.366,4
761,116,footwear,8332.535,7
762,144,groceries,6895.426,8
763,43,sports equipment,7905.919,2
764,38,toys,6712.266,6
765,97,baby products,7336.11,3
766,128,electronics,2699.344,3
767,131,electronics,6741.924,1
768,160,gardening tools,4821.094,5
769,24,electronics,2413.752,4
770,125,automotive,193.812,8
771,144,groceries,4625.443,2
772,128,electronics,5631.693,4
773,154,furniture,7873.49,1
774,126,furniture,9702.488,8
775,79,health & wellness,4388.587,7
776,47,groceries,5069.069,2
777,145,pet supplies,15.084,7
778,136,beauty products,8769.169,6
779,84,jewelry,1920.294,1
780,84,jewelry,1264.989,8
781,76,groceries,7877.405,5
782,161,beauty products,4417.547,5
783,143,clothing,8927.444,6
784,124,health & wellness,7686.727,1
785,121,automotive,3419.108,8
786,67,video games,8521.675,6
787,3,clothing,660.606,1
788,82,automotive,8813.159,4
789,120,office equipment,299.06,9
790,10,jewelry,5750.406,2
791,162,jewelry,4100.728,8
792,163,health & wellness,7048.967,1
793,102,toys,8893.201,1
794,107,sports equipment,9254.425,6
795,164,footwear,3591.065,9
796,77,jewelry,9578.447,7
797,94,electronics,3225.874,1
798,68,beauty products,7878.544,3
799,106,health & wellness,5458.533,8
800,165,footwear,5984.722,1
801,165,footwear,5245.997,2
802,144,groceries,2428.647,9
803,32,stationery,5514.006,9
804,166,home appliances,245.628,2
805,137,video games,95.505,6
806,167,groceries,3094.915,4
807,150,groceries,9162.4,8
808,168,gardening tools,436.828,5
809,134,clothing,4288.723,3
810,124,health & wellness,2708.493,8
811,2,baby products,2402.591,6
812,4,video games,9946.852,4
813,113,gardening tools,8800.978,5
814,40,clothing,6791.548,1
815,155,office equipment,8032.953,2
816,142,groceries,2369.48,1
817,55,toys,2884.501,8
818,27,video games,5289.9,7
819,169,jewelry,9717.105,4
820,27,video games,5112.598,6
821,43,sports equipment,2121.969,2
822,5,music instruments,2381.11,2
823,140,books,4075.016,1
824,170,jewelry,130.668,6
825,3,clothing,3782.598,2
826,169,jewelry,1551.234,2
827,42,electronics,464.447,8
828,160,gardening tools,1250.466,2
829,35,footwear,6748.282,8
830,97,baby products,4635.723,2
831,2,baby products,6018.76,3
832,171,clothing,9728.428,5
833,100,furniture,4927.01,3
834,32,stationery,1449.0,6
835,2,baby products,3449.968,7
836,102,toys,5698.757,8
837,60,books,5588.23,8
838,136,beauty products,8840.224,7
839,46,electronics,267.604,4
840,159,baby products,6489.361,9
841,71,jewelry,3291.01,1
842,153,jewelry,9692.169,5
843,43,sports equipment,5256.584,5
844,77,jewelry,6901.714,7
845,109,office equipment,8808.191,4
846,23,music instruments,2042.38,2
847,172,home appliances,5602.679,8
848,53,gardening tools,4916.969,2
849,135,toys,3591.692,4
850,173,health & wellness,904.072,8
851,174,sports equipment,7183.196,6
852,108,gardening tools,8416.588,8
853,23,music instruments,3885.457,7
854,162,jewelry,9568.879,9
855,73,automotive,2630.886,9
856,175,pet supplies,1747.971,4
857,55,toys,8658.319,6
858,43,sports equipment,7789.767,5
859,148,clothing,972.416,9
860,7,sports equipment,5449.774,6
861,89,toys,9740.825,4
862,176,video games,4102.5,3
863,177,automotive,5571.28,7
864,39,furniture,4621.733,9
865,178,home appliances,3125.194,9
866,100,furniture,7910.807,1
867,16,home appliances,4443.087,2
868,112,toys,8615.512,8
869,140,books,7003.611,3
870,120,office equipment,8460.505,4
871,97,baby products,3299.096,1
872,20,music instruments,836.139,9
873,142,groceries,3233.218,8
874,52,home appliances,1329.519,4
875,18,sports equipment,4604.67,8
876,87,furniture,1338.224,4
877,126,furniture,7144.679,8
878,82,automotive,1021.671,3
879,58,baby products,134.177,4
880,171,clothing,5513.557,1
881,179,footwear,5871.171,8
882,22,clothing,1825.23,2
883,180,jewelry,349.988,3
884,181,baby products,6.628,3
885,62,baby products,747.891,5
886,40,clothing,7856.411,1
887,43,sports equipment,4840.909,4
888,31,video games,3220.285,2
889,158,clothing,1646.54,7
890,54,stationery,5161.922,2
891,182,health & wellness,4794.009,5
892,156,stationery,8277.965,5
893,183,footwear,4236.396,3
894,184,baby products,4711.393,8
895,102,toys,897.862,2
896,20,music instruments,5825.12,7
897,185,footwear,2306.922,3
898,80,clothing,2689.046,3
899,62,baby products,4246.031,2
900,116,footwear,3789.551,9
901,179,footwear,7121.323,7
902,148,clothing,6078.339,6
903,123,electronics,7585.286,7
904,162,jewelry,9892.473,1
905,133,home appliances,6168.589,1
906,42,electronics,348.397,5
907,92,clothing,1637.397,7
908,45,baby products,2983.276,1
909,186,baby products,1262.461,6
910,187,music instruments,4362.972,5
911,188,footwear,9103.482,7
912,189,footwear,8870.533,7
913,114,gardening tools,3411.464,7
914,167,groceries,3723.623,5
915,190,health & wellness,7353.454,6
916,121,automotive,7367.987,2
917,140,books,8738.438,3
